CMDLINE /usr/bin/python3 MemoryLeakTests.py
MEM 3508.777344 1687042065.4101
MEM 3508.777344 1687042065.5106
MEM 3508.777344 1687042065.6111
MEM 3508.777344 1687042065.7118
MEM 3508.777344 1687042065.8125
MEM 3508.777344 1687042065.9132
MEM 3508.777344 1687042066.0137
MEM 3508.777344 1687042066.1143
MEM 3508.777344 1687042066.2148
MEM 3508.777344 1687042066.3153
MEM 3508.777344 1687042066.4159
MEM 3508.777344 1687042066.5164
MEM 3508.777344 1687042066.6169
MEM 3508.777344 1687042066.7174
MEM 3508.777344 1687042066.8179
MEM 3508.777344 1687042066.9184
MEM 3508.777344 1687042067.0191
MEM 3508.777344 1687042067.1198
MEM 3508.777344 1687042067.2205
MEM 3508.777344 1687042067.3210
MEM 3508.777344 1687042067.4216
MEM 3508.777344 1687042067.5221
MEM 3508.777344 1687042067.6227
MEM 3508.777344 1687042067.7232
MEM 3508.777344 1687042067.8237
MEM 3508.777344 1687042067.9242
MEM 3508.777344 1687042068.0247
MEM 3508.777344 1687042068.1253
MEM 3508.777344 1687042068.2258
MEM 3508.777344 1687042068.3265
MEM 3508.777344 1687042068.4272
MEM 3508.777344 1687042068.5279
MEM 3508.777344 1687042068.6285
MEM 3508.777344 1687042068.7291
MEM 3508.777344 1687042068.8297
MEM 3508.777344 1687042068.9303
MEM 3508.777344 1687042069.0309
MEM 3508.777344 1687042069.1316
MEM 3508.777344 1687042069.2322
MEM 3508.777344 1687042069.3327
MEM 3508.777344 1687042069.4333
MEM 3508.777344 1687042069.5337
MEM 3508.777344 1687042069.6342
MEM 3508.777344 1687042069.7349
MEM 3508.777344 1687042069.8356
MEM 3508.777344 1687042069.9362
MEM 3508.777344 1687042070.0367
MEM 3508.777344 1687042070.1373
MEM 3508.777344 1687042070.2378
MEM 3508.777344 1687042070.3384
MEM 3508.777344 1687042070.4389
MEM 3508.777344 1687042070.5394
MEM 3508.777344 1687042070.6399
MEM 3508.777344 1687042070.7405
MEM 3508.777344 1687042070.8410
MEM 3508.777344 1687042070.9416
MEM 3508.777344 1687042071.0423
MEM 3508.777344 1687042071.1430
MEM 3508.777344 1687042071.2436
MEM 3508.777344 1687042071.3441
MEM 3508.777344 1687042071.4447
MEM 3508.777344 1687042071.5452
MEM 3508.777344 1687042071.6457
MEM 3508.777344 1687042071.7462
MEM 3508.777344 1687042071.8467
MEM 3508.777344 1687042071.9473
MEM 3508.777344 1687042072.0478
MEM 3508.777344 1687042072.1484
MEM 3508.777344 1687042072.2490
MEM 3508.777344 1687042072.3497
MEM 3508.777344 1687042072.4504
MEM 3508.777344 1687042072.5510
MEM 3508.777344 1687042072.6515
MEM 3508.777344 1687042072.7521
MEM 3508.777344 1687042072.8526
MEM 3508.777344 1687042072.9531
MEM 3508.777344 1687042073.0537
MEM 3508.777344 1687042073.1542
MEM 3508.777344 1687042073.2547
MEM 3508.777344 1687042073.3552
MEM 3508.777344 1687042073.4558
MEM 3508.777344 1687042073.5564
MEM 3508.777344 1687042073.6571
MEM 3508.777344 1687042073.7578
MEM 3508.777344 1687042073.8583
MEM 3508.777344 1687042073.9590
MEM 3508.777344 1687042074.0597
MEM 3508.777344 1687042074.1604
MEM 3508.777344 1687042074.2610
MEM 3508.777344 1687042074.3615
MEM 3508.777344 1687042074.4620
MEM 3508.777344 1687042074.5626
MEM 3508.777344 1687042074.6631
MEM 3508.777344 1687042074.7638
MEM 3508.777344 1687042074.8643
MEM 3508.777344 1687042074.9648
MEM 3508.777344 1687042075.0654
MEM 3508.777344 1687042075.1659
MEM 3508.777344 1687042075.2666
MEM 3508.777344 1687042075.3673
MEM 3508.777344 1687042075.4679
MEM 3508.777344 1687042075.5684
MEM 3508.777344 1687042075.6690
MEM 3508.777344 1687042075.7695
MEM 3508.777344 1687042075.8701
MEM 3508.777344 1687042075.9706
MEM 3508.777344 1687042076.0711
MEM 3508.777344 1687042076.1717
MEM 3508.777344 1687042076.2722
MEM 3508.777344 1687042076.3727
MEM 3508.777344 1687042076.4733
MEM 3508.777344 1687042076.5740
MEM 3508.777344 1687042076.6747
MEM 3508.777344 1687042076.7753
MEM 3508.777344 1687042076.8758
MEM 3508.777344 1687042076.9763
MEM 3508.777344 1687042077.0769
MEM 3508.777344 1687042077.1774
MEM 3508.777344 1687042077.2780
MEM 3508.777344 1687042077.3785
MEM 3508.777344 1687042077.4790
MEM 3508.777344 1687042077.5795
MEM 3508.777344 1687042077.6800
MEM 3508.777344 1687042077.7806
MEM 3508.777344 1687042077.8813
MEM 3508.777344 1687042077.9820
MEM 3508.777344 1687042078.0827
MEM 3508.777344 1687042078.1833
MEM 3508.777344 1687042078.2838
MEM 3508.777344 1687042078.3844
MEM 3508.777344 1687042078.4849
MEM 3508.777344 1687042078.5857
MEM 3508.777344 1687042078.6863
MEM 3508.777344 1687042078.7868
MEM 3508.777344 1687042078.8873
MEM 3508.777344 1687042078.9879
MEM 3508.777344 1687042079.0884
MEM 3508.777344 1687042079.1891
MEM 3508.777344 1687042079.2896
MEM 3508.777344 1687042079.3901
MEM 3508.777344 1687042079.4907
MEM 3508.777344 1687042079.5912
MEM 3508.777344 1687042079.6917
MEM 3508.777344 1687042079.7923
MEM 3508.777344 1687042079.8928
MEM 3508.777344 1687042079.9934
MEM 3508.777344 1687042080.0939
MEM 3508.777344 1687042080.1946
MEM 3508.777344 1687042080.2951
MEM 3508.777344 1687042080.3957
MEM 3508.777344 1687042080.4962
MEM 3508.777344 1687042080.5967
MEM 3508.777344 1687042080.6973
MEM 3508.777344 1687042080.7978
MEM 3508.777344 1687042080.8984
MEM 3508.777344 1687042080.9989
MEM 3508.777344 1687042081.0994
MEM 3508.777344 1687042081.2001
MEM 3508.777344 1687042081.3006
MEM 3508.777344 1687042081.4012
MEM 3508.777344 1687042081.5017
MEM 3508.777344 1687042081.6023
MEM 3508.777344 1687042081.7028
MEM 3508.777344 1687042081.8033
MEM 3508.777344 1687042081.9038
MEM 3508.777344 1687042082.0044
MEM 3508.777344 1687042082.1049
MEM 3508.777344 1687042082.2091
MEM 3508.777344 1687042082.3108
MEM 3508.777344 1687042082.4113
MEM 3508.777344 1687042082.5119
MEM 3508.777344 1687042082.6124
MEM 3508.777344 1687042082.7129
MEM 3508.777344 1687042082.8135
MEM 3508.777344 1687042082.9140
MEM 3508.777344 1687042083.0145
MEM 3508.777344 1687042083.1150
MEM 3508.777344 1687042083.2158
MEM 3508.777344 1687042083.3161
MEM 3508.777344 1687042083.4166
MEM 3508.777344 1687042083.5172
MEM 3508.777344 1687042083.6177
MEM 3508.777344 1687042083.7182
MEM 3508.777344 1687042083.8188
MEM 3508.777344 1687042083.9193
MEM 3508.777344 1687042084.0198
MEM 3508.777344 1687042084.1203
MEM 3508.777344 1687042084.2209
MEM 3508.777344 1687042084.3215
MEM 3508.777344 1687042084.4220
MEM 3508.777344 1687042084.5225
MEM 3508.777344 1687042084.6231
MEM 3508.777344 1687042084.7236
MEM 3508.777344 1687042084.8241
MEM 3508.777344 1687042084.9246
MEM 3508.777344 1687042085.0253
MEM 3508.777344 1687042085.1258
MEM 3508.777344 1687042085.2265
MEM 3508.777344 1687042085.3271
MEM 3508.777344 1687042085.4277
MEM 3508.777344 1687042085.5282
MEM 3508.777344 1687042085.6287
MEM 3508.777344 1687042085.7292
MEM 3508.777344 1687042085.8297
MEM 3508.777344 1687042085.9302
MEM 3508.777344 1687042086.0308
MEM 3508.777344 1687042086.1313
MEM 3508.777344 1687042086.2319
MEM 3508.777344 1687042086.3324
MEM 3508.777344 1687042086.4329
MEM 3508.777344 1687042086.5335
MEM 3508.777344 1687042086.6340
MEM 3508.777344 1687042086.7345
MEM 3508.777344 1687042086.8350
MEM 3508.777344 1687042086.9356
MEM 3508.777344 1687042087.0361
MEM 3508.777344 1687042087.1366
MEM 3508.777344 1687042087.2370
MEM 3508.777344 1687042087.3377
MEM 3508.777344 1687042087.4382
MEM 3508.777344 1687042087.5387
MEM 3508.777344 1687042087.6393
MEM 3508.777344 1687042087.7398
MEM 3508.777344 1687042087.8403
MEM 3508.777344 1687042087.9408
MEM 3508.777344 1687042088.0414
MEM 3508.777344 1687042088.1420
MEM 3508.777344 1687042088.2425
MEM 3508.777344 1687042088.3430
MEM 3508.777344 1687042088.4435
MEM 3508.777344 1687042088.5441
MEM 3508.777344 1687042088.6446
MEM 3508.777344 1687042088.7451
MEM 3508.777344 1687042088.8456
MEM 3508.777344 1687042088.9461
MEM 3508.777344 1687042089.0466
MEM 3508.777344 1687042089.1472
MEM 3508.777344 1687042089.2478
MEM 3508.777344 1687042089.3481
MEM 3508.777344 1687042089.4487
MEM 3508.777344 1687042089.5492
MEM 3508.777344 1687042089.6497
MEM 3508.777344 1687042089.7502
MEM 3508.777344 1687042089.8507
MEM 3508.777344 1687042089.9512
MEM 3508.777344 1687042090.0518
MEM 3508.777344 1687042090.1524
MEM 3508.777344 1687042090.2530
MEM 3508.777344 1687042090.3535
MEM 3508.777344 1687042090.4540
MEM 3508.777344 1687042090.5546
MEM 3508.777344 1687042090.6551
MEM 3508.777344 1687042090.7556
MEM 3508.777344 1687042090.8561
MEM 3508.777344 1687042090.9566
MEM 3508.777344 1687042091.0571
MEM 3508.777344 1687042091.1578
MEM 3508.777344 1687042091.2583
MEM 3508.777344 1687042091.3588
MEM 3508.777344 1687042091.4592
MEM 3508.777344 1687042091.5598
MEM 3508.777344 1687042091.6603
MEM 3508.777344 1687042091.7608
MEM 3508.777344 1687042091.8614
MEM 3508.777344 1687042091.9619
MEM 3508.777344 1687042092.0624
MEM 3508.777344 1687042092.1630
MEM 3508.777344 1687042092.2636
MEM 3508.777344 1687042092.3640
MEM 3508.777344 1687042092.4646
MEM 3508.777344 1687042092.5651
MEM 3508.777344 1687042092.6656
MEM 3508.777344 1687042092.7661
MEM 3508.777344 1687042092.8666
MEM 3508.777344 1687042092.9672
MEM 3508.777344 1687042093.0677
MEM 3508.777344 1687042093.1683
MEM 3508.777344 1687042093.2689
MEM 3508.777344 1687042093.3694
MEM 3508.777344 1687042093.4699
MEM 3508.777344 1687042093.5705
MEM 3508.777344 1687042093.6710
MEM 3508.777344 1687042093.7715
MEM 3508.777344 1687042093.8720
MEM 3508.777344 1687042093.9725
MEM 3508.777344 1687042094.0730
MEM 3508.777344 1687042094.1737
MEM 3508.777344 1687042094.2742
MEM 3508.777344 1687042094.3748
MEM 3508.777344 1687042094.4753
MEM 3508.777344 1687042094.5758
MEM 3508.777344 1687042094.6763
MEM 3508.777344 1687042094.7768
MEM 3508.777344 1687042094.8774
MEM 3508.777344 1687042094.9779
MEM 3508.777344 1687042095.0784
MEM 3508.777344 1687042095.1790
MEM 3508.777344 1687042095.2796
MEM 3508.777344 1687042095.3803
MEM 3508.777344 1687042095.4808
MEM 3508.777344 1687042095.5814
MEM 3508.777344 1687042095.6819
MEM 3508.777344 1687042095.7824
MEM 3508.777344 1687042095.8829
MEM 3508.777344 1687042095.9834
MEM 3508.777344 1687042096.0839
MEM 3508.777344 1687042096.1846
MEM 3508.777344 1687042096.2851
MEM 3508.777344 1687042096.3856
MEM 3508.777344 1687042096.4861
MEM 3508.777344 1687042096.5867
MEM 3508.777344 1687042096.6872
MEM 3508.777344 1687042096.7877
MEM 3508.777344 1687042096.8882
MEM 3508.777344 1687042096.9887
MEM 3508.777344 1687042097.0893
MEM 3508.777344 1687042097.1899
MEM 3508.777344 1687042097.2904
MEM 3508.777344 1687042097.3909
MEM 3508.777344 1687042097.4914
MEM 3508.777344 1687042097.5919
MEM 3508.777344 1687042097.6925
MEM 3508.777344 1687042097.7930
MEM 3508.777344 1687042097.8935
MEM 3508.777344 1687042097.9940
MEM 3508.777344 1687042098.0945
MEM 3508.777344 1687042098.1952
MEM 3508.777344 1687042098.2958
MEM 3508.777344 1687042098.3963
MEM 3508.777344 1687042098.4968
MEM 3508.777344 1687042098.5974
MEM 3508.777344 1687042098.6979
MEM 3508.777344 1687042098.7984
MEM 3508.777344 1687042098.8989
MEM 3508.777344 1687042098.9994
MEM 3508.777344 1687042099.0999
MEM 3508.777344 1687042099.2006
MEM 3508.777344 1687042099.3011
MEM 3508.777344 1687042099.4016
MEM 3508.777344 1687042099.5022
MEM 3508.777344 1687042099.6027
MEM 3508.777344 1687042099.7032
MEM 3508.777344 1687042099.8037
MEM 3508.777344 1687042099.9042
MEM 3508.777344 1687042100.0047
MEM 3508.777344 1687042100.1053
MEM 3508.777344 1687042100.2059
MEM 3508.777344 1687042100.3065
MEM 3508.777344 1687042100.4071
MEM 3508.777344 1687042100.5076
MEM 3510.574219 1687042100.6081
MEM 3510.777344 1687042100.7086
MEM 3510.777344 1687042100.8091
MEM 3510.777344 1687042100.9096
MEM 3511.050781 1687042101.0102
MEM 3511.050781 1687042101.1107
MEM 3511.050781 1687042101.2113
MEM 3511.050781 1687042101.3118
MEM 3511.050781 1687042101.4124
MEM 3511.050781 1687042101.5129
MEM 3511.050781 1687042101.6134
MEM 3511.050781 1687042101.7139
MEM 3511.050781 1687042101.8145
MEM 3511.050781 1687042101.9150
MEM 3511.050781 1687042102.0154
MEM 3511.050781 1687042102.1159
MEM 3511.050781 1687042102.2166
MEM 3511.050781 1687042102.3171
MEM 3511.050781 1687042102.4176
MEM 3511.050781 1687042102.5182
MEM 3511.050781 1687042102.6187
MEM 3511.050781 1687042102.7192
MEM 3511.050781 1687042102.8197
MEM 3511.050781 1687042102.9202
MEM 3511.050781 1687042103.0207
MEM 3511.050781 1687042103.1213
MEM 3511.050781 1687042103.2219
MEM 3511.050781 1687042103.3225
MEM 3511.050781 1687042103.4230
MEM 3511.050781 1687042103.5235
MEM 3511.050781 1687042103.6241
MEM 3511.050781 1687042103.7246
MEM 3511.050781 1687042103.8251
MEM 3511.050781 1687042103.9256
MEM 3511.050781 1687042104.0261
MEM 3511.050781 1687042104.1267
MEM 3511.050781 1687042104.2273
MEM 3511.050781 1687042104.3278
MEM 3511.050781 1687042104.4283
MEM 3511.050781 1687042104.5289
MEM 3511.050781 1687042104.6294
MEM 3511.050781 1687042104.7299
MEM 3511.050781 1687042104.8304
MEM 3511.050781 1687042104.9310
MEM 3511.050781 1687042105.0315
MEM 3511.050781 1687042105.1319
MEM 3511.050781 1687042105.2325
MEM 3511.050781 1687042105.3331
MEM 3511.050781 1687042105.4336
MEM 3511.050781 1687042105.5342
MEM 3511.050781 1687042105.6347
MEM 3511.050781 1687042105.7352
MEM 3511.050781 1687042105.8357
MEM 3511.050781 1687042105.9363
MEM 3511.050781 1687042106.0368
MEM 3511.050781 1687042106.1373
MEM 3511.050781 1687042106.2379
MEM 3511.050781 1687042106.3384
MEM 3511.050781 1687042106.4389
MEM 3511.050781 1687042106.5395
MEM 3511.050781 1687042106.6400
MEM 3511.050781 1687042106.7405
MEM 3511.050781 1687042106.8410
MEM 3511.050781 1687042106.9415
MEM 3511.050781 1687042107.0421
MEM 3511.050781 1687042107.1426
MEM 3511.050781 1687042107.2431
MEM 3511.050781 1687042107.3437
MEM 3511.050781 1687042107.4442
MEM 3511.050781 1687042107.5447
MEM 3511.050781 1687042107.6452
MEM 3511.050781 1687042107.7457
MEM 3511.050781 1687042107.8463
MEM 3511.050781 1687042107.9468
MEM 3511.050781 1687042108.0473
MEM 3511.050781 1687042108.1479
MEM 3511.050781 1687042108.2484
MEM 3511.050781 1687042108.3488
MEM 3511.050781 1687042108.4495
MEM 3511.050781 1687042108.5500
MEM 3511.050781 1687042108.6505
MEM 3511.050781 1687042108.7510
MEM 3511.050781 1687042108.8516
MEM 3511.050781 1687042108.9521
MEM 3511.050781 1687042109.0526
MEM 3511.050781 1687042109.1532
MEM 3511.050781 1687042109.2537
MEM 3511.050781 1687042109.3542
MEM 3511.050781 1687042109.4548
MEM 3511.050781 1687042109.5553
MEM 3511.050781 1687042109.6558
MEM 3511.050781 1687042109.7563
MEM 3511.050781 1687042109.8568
MEM 3511.050781 1687042109.9574
MEM 3511.050781 1687042110.0579
MEM 3511.050781 1687042110.1585
MEM 3511.050781 1687042110.2590
MEM 3511.050781 1687042110.3596
MEM 3511.050781 1687042110.4601
MEM 3511.050781 1687042110.5606
MEM 3511.050781 1687042110.6612
MEM 3511.050781 1687042110.7617
MEM 3511.050781 1687042110.8622
MEM 3511.050781 1687042110.9627
MEM 3511.050781 1687042111.0633
MEM 3511.050781 1687042111.1639
MEM 3511.050781 1687042111.2644
MEM 3511.050781 1687042111.3649
MEM 3511.050781 1687042111.4655
MEM 3511.050781 1687042111.5660
MEM 3511.050781 1687042111.6665
MEM 3511.050781 1687042111.7670
MEM 3511.050781 1687042111.8675
MEM 3511.050781 1687042111.9681
MEM 3511.050781 1687042112.0686
MEM 3511.050781 1687042112.1692
MEM 3511.050781 1687042112.2697
MEM 3511.050781 1687042112.3703
MEM 3511.050781 1687042112.4708
MEM 3511.050781 1687042112.5713
MEM 3511.050781 1687042112.6718
MEM 3511.050781 1687042112.7724
MEM 3511.050781 1687042112.8729
MEM 3511.050781 1687042112.9734
MEM 3511.050781 1687042113.0739
MEM 3511.050781 1687042113.1745
MEM 3511.050781 1687042113.2750
MEM 3511.050781 1687042113.3755
MEM 3511.050781 1687042113.4760
MEM 3511.050781 1687042113.5766
MEM 3511.050781 1687042113.6771
MEM 3511.050781 1687042113.7776
MEM 3511.050781 1687042113.8782
MEM 3511.050781 1687042113.9787
MEM 3511.050781 1687042114.0792
MEM 3511.050781 1687042114.1798
MEM 3511.050781 1687042114.2803
MEM 3511.050781 1687042114.3809
MEM 3511.050781 1687042114.4814
MEM 3511.050781 1687042114.5819
MEM 3511.050781 1687042114.6824
MEM 3511.050781 1687042114.7830
MEM 3511.050781 1687042114.8835
MEM 3511.050781 1687042114.9840
MEM 3511.050781 1687042115.0845
MEM 3511.050781 1687042115.1850
MEM 3511.050781 1687042115.2855
MEM 3511.050781 1687042115.3860
MEM 3511.050781 1687042115.4865
MEM 3511.050781 1687042115.5870
MEM 3511.050781 1687042115.6875
MEM 3511.050781 1687042115.7881
MEM 3511.050781 1687042115.8886
MEM 3511.050781 1687042115.9891
MEM 3511.050781 1687042116.0896
MEM 3511.050781 1687042116.1902
MEM 3511.050781 1687042116.2908
MEM 3511.050781 1687042116.3913
MEM 3511.050781 1687042116.4918
MEM 3511.050781 1687042116.5924
MEM 3511.050781 1687042116.6929
MEM 3511.050781 1687042116.7934
MEM 3511.050781 1687042116.8940
MEM 3511.050781 1687042116.9945
MEM 3511.050781 1687042117.0950
MEM 3511.050781 1687042117.1956
MEM 3511.050781 1687042117.2961
MEM 3511.050781 1687042117.3966
MEM 3511.050781 1687042117.4971
MEM 3511.050781 1687042117.5976
MEM 3511.050781 1687042117.6982
MEM 3511.050781 1687042117.7987
MEM 3511.050781 1687042117.8992
MEM 3511.050781 1687042117.9997
MEM 3511.050781 1687042118.1003
MEM 3511.050781 1687042118.2008
MEM 3511.050781 1687042118.3014
MEM 3511.050781 1687042118.4019
MEM 3511.050781 1687042118.5024
MEM 3511.050781 1687042118.6028
MEM 3511.050781 1687042118.7034
MEM 3511.050781 1687042118.8039
MEM 3511.050781 1687042118.9044
MEM 3511.050781 1687042119.0050
MEM 3511.050781 1687042119.1055
MEM 3511.050781 1687042119.2061
MEM 3511.050781 1687042119.3066
MEM 3511.050781 1687042119.4071
MEM 3511.050781 1687042119.5076
MEM 3511.050781 1687042119.6082
MEM 3511.050781 1687042119.7087
MEM 3511.050781 1687042119.8092
MEM 3511.050781 1687042119.9097
MEM 3511.050781 1687042120.0103
MEM 3511.050781 1687042120.1108
MEM 3511.050781 1687042120.2114
MEM 3511.050781 1687042120.3119
MEM 3511.050781 1687042120.4124
MEM 3511.050781 1687042120.5129
MEM 3511.050781 1687042120.6135
MEM 3511.050781 1687042120.7140
MEM 3511.050781 1687042120.8145
MEM 3511.050781 1687042120.9151
MEM 3511.050781 1687042121.0156
MEM 3511.050781 1687042121.1161
MEM 3511.050781 1687042121.2167
MEM 3511.050781 1687042121.3172
MEM 3511.050781 1687042121.4177
MEM 3511.050781 1687042121.5182
MEM 3511.050781 1687042121.6187
MEM 3511.050781 1687042121.7193
MEM 3511.050781 1687042121.8198
MEM 3511.050781 1687042121.9203
MEM 3511.050781 1687042122.0208
MEM 3511.050781 1687042122.1214
MEM 3511.050781 1687042122.2220
MEM 3511.050781 1687042122.3225
MEM 3511.050781 1687042122.4230
MEM 3511.050781 1687042122.5235
MEM 3511.050781 1687042122.6241
MEM 3511.050781 1687042122.7246
MEM 3511.050781 1687042122.8251
MEM 3511.050781 1687042122.9257
MEM 3511.050781 1687042123.0262
MEM 3511.050781 1687042123.1267
MEM 3511.050781 1687042123.2273
MEM 3511.050781 1687042123.3278
MEM 3511.050781 1687042123.4284
MEM 3511.050781 1687042123.5289
MEM 3511.050781 1687042123.6294
MEM 3511.050781 1687042123.7300
MEM 3511.050781 1687042123.8305
MEM 3511.050781 1687042123.9310
MEM 3511.050781 1687042124.0315
MEM 3511.050781 1687042124.1320
MEM 3511.050781 1687042124.2325
MEM 3511.050781 1687042124.3330
MEM 3511.050781 1687042124.4335
MEM 3511.050781 1687042124.5340
MEM 3511.050781 1687042124.6346
MEM 3511.050781 1687042124.7351
MEM 3511.050781 1687042124.8356
MEM 3511.050781 1687042124.9361
MEM 3511.050781 1687042125.0367
MEM 3511.050781 1687042125.1372
MEM 3511.050781 1687042125.2378
MEM 3511.050781 1687042125.3383
MEM 3511.050781 1687042125.4388
MEM 3511.050781 1687042125.5393
MEM 3511.050781 1687042125.6399
MEM 3511.050781 1687042125.7404
MEM 3511.050781 1687042125.8409
MEM 3511.050781 1687042125.9414
MEM 3511.050781 1687042126.0420
MEM 3511.050781 1687042126.1426
MEM 3511.050781 1687042126.2432
MEM 3511.050781 1687042126.3437
MEM 3511.050781 1687042126.4443
MEM 3511.050781 1687042126.5448
MEM 3511.050781 1687042126.6453
MEM 3511.050781 1687042126.7459
MEM 3511.050781 1687042126.8464
MEM 3511.050781 1687042126.9469
MEM 3511.050781 1687042127.0474
MEM 3511.050781 1687042127.1480
MEM 3511.050781 1687042127.2485
MEM 3511.050781 1687042127.3490
MEM 3511.050781 1687042127.4496
MEM 3511.050781 1687042127.5501
MEM 3511.050781 1687042127.6506
MEM 3511.050781 1687042127.7511
MEM 3511.050781 1687042127.8516
MEM 3511.050781 1687042127.9522
MEM 3511.050781 1687042128.0527
MEM 3511.050781 1687042128.1533
MEM 3511.050781 1687042128.2538
MEM 3511.050781 1687042128.3543
MEM 3511.050781 1687042128.4548
MEM 3511.050781 1687042128.5553
MEM 3511.050781 1687042128.6559
MEM 3511.050781 1687042128.7564
MEM 3511.050781 1687042128.8569
MEM 3511.050781 1687042128.9575
MEM 3511.050781 1687042129.0580
MEM 3511.050781 1687042129.1586
MEM 3511.050781 1687042129.2591
MEM 3511.050781 1687042129.3596
MEM 3511.050781 1687042129.4602
MEM 3511.050781 1687042129.5607
MEM 3511.050781 1687042129.6612
MEM 3511.050781 1687042129.7617
MEM 3511.050781 1687042129.8622
MEM 3511.050781 1687042129.9627
MEM 3511.050781 1687042130.0632
MEM 3511.050781 1687042130.1639
MEM 3511.050781 1687042130.2644
MEM 3511.050781 1687042130.3649
MEM 3511.050781 1687042130.4654
MEM 3511.050781 1687042130.5659
MEM 3511.050781 1687042130.6664
MEM 3511.050781 1687042130.7669
MEM 3511.050781 1687042130.8675
MEM 3511.050781 1687042130.9680
MEM 3511.050781 1687042131.0685
MEM 3511.050781 1687042131.1692
MEM 3511.050781 1687042131.2697
MEM 3511.050781 1687042131.3702
MEM 3511.050781 1687042131.4707
MEM 3511.050781 1687042131.5712
MEM 3511.050781 1687042131.6717
MEM 3511.050781 1687042131.7722
MEM 3511.050781 1687042131.8727
MEM 3511.050781 1687042131.9733
MEM 3511.050781 1687042132.0738
MEM 3511.050781 1687042132.1744
MEM 3511.050781 1687042132.2749
MEM 3511.050781 1687042132.3754
MEM 3511.050781 1687042132.4759
MEM 3511.050781 1687042132.5764
MEM 3511.050781 1687042132.6770
MEM 3511.050781 1687042132.7775
MEM 3511.050781 1687042132.8780
MEM 3511.050781 1687042132.9785
MEM 3511.050781 1687042133.0790
MEM 3511.050781 1687042133.1797
MEM 3511.050781 1687042133.2802
MEM 3511.050781 1687042133.3807
MEM 3511.050781 1687042133.4812
MEM 3511.050781 1687042133.5817
MEM 3511.050781 1687042133.6822
MEM 3511.050781 1687042133.7827
MEM 3511.050781 1687042133.8832
MEM 3511.050781 1687042133.9837
MEM 3511.050781 1687042134.0843
MEM 3511.050781 1687042134.1850
MEM 3511.050781 1687042134.2855
MEM 3511.050781 1687042134.3861
MEM 3511.050781 1687042134.4866
MEM 3511.050781 1687042134.5871
MEM 3511.050781 1687042134.6876
MEM 3511.050781 1687042134.7882
MEM 3511.050781 1687042134.8887
MEM 3511.050781 1687042134.9892
MEM 3511.050781 1687042135.0897
MEM 3511.050781 1687042135.1903
MEM 3511.050781 1687042135.2908
MEM 3511.050781 1687042135.3913
MEM 3511.050781 1687042135.4918
MEM 3511.050781 1687042135.5923
MEM 3511.050781 1687042135.6929
MEM 3511.050781 1687042135.7934
MEM 3511.050781 1687042135.8939
MEM 3511.050781 1687042135.9944
MEM 3511.050781 1687042136.0950
MEM 3511.050781 1687042136.1956
MEM 3511.050781 1687042136.2962
MEM 3511.050781 1687042136.3967
MEM 3511.050781 1687042136.4972
MEM 3511.050781 1687042136.5978
MEM 3511.050781 1687042136.6983
MEM 3511.050781 1687042136.7988
MEM 3511.050781 1687042136.8993
MEM 3511.050781 1687042136.9999
MEM 3511.050781 1687042137.1004
MEM 3511.050781 1687042137.2010
MEM 3511.050781 1687042137.3016
MEM 3511.050781 1687042137.4020
MEM 3511.050781 1687042137.5026
MEM 3511.050781 1687042137.6031
MEM 3511.050781 1687042137.7036
MEM 3511.050781 1687042137.8041
MEM 3511.050781 1687042137.9046
MEM 3511.050781 1687042138.0052
MEM 3511.050781 1687042138.1057
MEM 3511.050781 1687042138.2063
MEM 3511.050781 1687042138.3068
MEM 3511.050781 1687042138.4073
MEM 3511.050781 1687042138.5078
MEM 3511.050781 1687042138.6083
MEM 3511.050781 1687042138.7088
MEM 3511.050781 1687042138.8094
MEM 3511.050781 1687042138.9099
MEM 3511.050781 1687042139.0104
MEM 3511.050781 1687042139.1110
MEM 3511.050781 1687042139.2116
MEM 3511.050781 1687042139.3121
MEM 3511.050781 1687042139.4126
MEM 3511.050781 1687042139.5131
MEM 3511.050781 1687042139.6137
MEM 3511.050781 1687042139.7142
MEM 3511.050781 1687042139.8147
MEM 3511.050781 1687042139.9152
MEM 3511.050781 1687042140.0157
MEM 3511.050781 1687042140.1163
MEM 3511.050781 1687042140.2169
MEM 3511.050781 1687042140.3174
MEM 3511.050781 1687042140.4179
MEM 3511.050781 1687042140.5184
MEM 3511.050781 1687042140.6190
MEM 3511.050781 1687042140.7195
MEM 3511.050781 1687042140.8200
MEM 3511.050781 1687042140.9205
MEM 3511.050781 1687042141.0210
MEM 3511.050781 1687042141.1216
MEM 3511.050781 1687042141.2221
MEM 3511.050781 1687042141.3226
MEM 3511.050781 1687042141.4232
MEM 3511.050781 1687042141.5237
MEM 3511.050781 1687042141.6243
MEM 3511.050781 1687042141.7248
MEM 3511.050781 1687042141.8253
MEM 3511.050781 1687042141.9258
MEM 3511.050781 1687042142.0264
MEM 3511.050781 1687042142.1269
MEM 3511.050781 1687042142.2275
MEM 3511.050781 1687042142.3280
MEM 3511.050781 1687042142.4285
MEM 3511.050781 1687042142.5290
MEM 3511.050781 1687042142.6296
MEM 3511.050781 1687042142.7301
MEM 3511.050781 1687042142.8306
MEM 3511.050781 1687042142.9311
MEM 3511.050781 1687042143.0316
MEM 3511.050781 1687042143.1322
MEM 3511.050781 1687042143.2327
MEM 3511.050781 1687042143.3333
