CMDLINE /usr/bin/python3 MemoryLeakTests.py
MEM 3213.476562 1687041886.1426
MEM 3213.476562 1687041886.2431
MEM 3213.476562 1687041886.3437
MEM 3213.503906 1687041886.4442
MEM 3213.503906 1687041886.5447
MEM 3213.503906 1687041886.6452
MEM 3213.503906 1687041886.7458
MEM 3213.503906 1687041886.8463
MEM 3213.695312 1687041886.9468
MEM 3213.714844 1687041887.0473
MEM 3213.714844 1687041887.1479
MEM 3213.753906 1687041887.2485
MEM 3214.003906 1687041887.3490
MEM 3214.253906 1687041887.4495
MEM 3214.503906 1687041887.5500
MEM 3214.503906 1687041887.6505
MEM 3214.503906 1687041887.7510
MEM 3214.675781 1687041887.8516
MEM 3214.675781 1687041887.9521
MEM 3214.675781 1687041888.0526
MEM 3214.675781 1687041888.1531
MEM 3215.757812 1687041888.2537
MEM 3215.839844 1687041888.3542
MEM 3220.347656 1687041888.4548
MEM 3221.601562 1687041888.5554
MEM 3221.679688 1687041888.6559
MEM 3221.679688 1687041888.7565
MEM 3221.832031 1687041888.8570
MEM 3221.832031 1687041888.9575
MEM 3221.832031 1687041889.0581
MEM 3221.832031 1687041889.1586
MEM 3221.832031 1687041889.2591
MEM 3221.832031 1687041889.3597
MEM 3222.007812 1687041889.4602
MEM 3222.007812 1687041889.5607
MEM 3222.007812 1687041889.6612
MEM 3222.007812 1687041889.7618
MEM 3222.218750 1687041889.8623
MEM 3222.218750 1687041889.9628
MEM 3222.218750 1687041890.0634
MEM 3222.218750 1687041890.1640
MEM 3222.218750 1687041890.2645
MEM 3222.218750 1687041890.3651
MEM 3222.218750 1687041890.4657
MEM 3222.472656 1687041890.5662
MEM 3222.765625 1687041890.6667
MEM 3223.015625 1687041890.7672
MEM 3223.265625 1687041890.8677
MEM 3223.265625 1687041890.9683
MEM 3223.265625 1687041891.0688
MEM 3223.265625 1687041891.1694
MEM 3223.507812 1687041891.2699
MEM 3226.324219 1687041891.3705
MEM 3227.253906 1687041891.4711
MEM 3227.378906 1687041891.5717
MEM 3227.535156 1687041891.6722
MEM 3227.792969 1687041891.7728
MEM 3229.664062 1687041891.8735
MEM 3229.664062 1687041891.9742
MEM 3230.101562 1687041892.0748
MEM 3230.101562 1687041892.1754
MEM 3230.304688 1687041892.2759
MEM 3230.304688 1687041892.3764
MEM 3230.304688 1687041892.4770
MEM 3230.304688 1687041892.5775
MEM 3230.304688 1687041892.6780
MEM 3230.304688 1687041892.7786
MEM 3230.304688 1687041892.8791
MEM 3230.304688 1687041892.9796
MEM 3230.437500 1687041893.0802
MEM 3230.437500 1687041893.1807
MEM 3230.437500 1687041893.2813
MEM 3230.687500 1687041893.3817
MEM 3230.687500 1687041893.4823
MEM 3230.933594 1687041893.5828
MEM 3234.242188 1687041893.6834
MEM 3235.179688 1687041893.7840
MEM 3235.179688 1687041893.8846
MEM 3235.179688 1687041893.9851
MEM 3235.218750 1687041894.0857
MEM 3235.218750 1687041894.1863
MEM 3235.218750 1687041894.2868
MEM 3235.218750 1687041894.3873
MEM 3235.218750 1687041894.4878
MEM 3235.429688 1687041894.5884
MEM 3235.429688 1687041894.6889
MEM 3235.429688 1687041894.7894
MEM 3235.429688 1687041894.8900
MEM 3235.429688 1687041894.9905
MEM 3235.429688 1687041895.0910
MEM 3235.683594 1687041895.1916
MEM 3235.683594 1687041895.2922
MEM 3235.683594 1687041895.3928
MEM 3235.683594 1687041895.4933
MEM 3235.683594 1687041895.5938
MEM 3235.683594 1687041895.6944
MEM 3235.902344 1687041895.7949
MEM 3235.902344 1687041895.8954
MEM 3235.929688 1687041895.9959
MEM 3236.183594 1687041896.0964
MEM 3236.441406 1687041896.1970
MEM 3236.699219 1687041896.2976
MEM 3236.699219 1687041896.3981
MEM 3236.699219 1687041896.4987
MEM 3236.699219 1687041896.5992
MEM 3236.699219 1687041896.6998
MEM 3237.964844 1687041896.8004
MEM 3240.753906 1687041896.9010
MEM 3240.753906 1687041897.0017
MEM 3240.753906 1687041897.1022
MEM 3240.929688 1687041897.2029
MEM 3241.003906 1687041897.3034
MEM 3241.039062 1687041897.4039
MEM 3241.066406 1687041897.5045
MEM 3241.089844 1687041897.6050
MEM 3241.128906 1687041897.7055
MEM 3241.183594 1687041897.8060
MEM 3241.226562 1687041897.9065
MEM 3241.253906 1687041898.0070
MEM 3241.324219 1687041898.1075
MEM 3241.386719 1687041898.2081
MEM 3241.386719 1687041898.3086
MEM 3241.464844 1687041898.4091
MEM 3241.480469 1687041898.5097
MEM 3241.515625 1687041898.6103
MEM 3241.535156 1687041898.7108
MEM 3241.535156 1687041898.8113
MEM 3241.546875 1687041898.9118
MEM 3241.742188 1687041899.0124
MEM 3242.003906 1687041899.1129
MEM 3242.253906 1687041899.2134
MEM 3242.472656 1687041899.3139
MEM 3242.472656 1687041899.4144
MEM 3242.472656 1687041899.5149
MEM 3242.472656 1687041899.6155
MEM 3242.472656 1687041899.7160
MEM 3242.503906 1687041899.8165
MEM 3242.816406 1687041899.9170
MEM 3242.960938 1687041900.0176
MEM 3247.472656 1687041900.1182
MEM 3247.664062 1687041900.2188
MEM 3247.687500 1687041900.3193
MEM 3247.773438 1687041900.4199
MEM 3247.871094 1687041900.5205
MEM 3247.871094 1687041900.6210
MEM 3247.871094 1687041900.7216
MEM 3247.953125 1687041900.8221
MEM 3247.953125 1687041900.9226
MEM 3248.062500 1687041901.0231
MEM 3248.062500 1687041901.1237
MEM 3248.062500 1687041901.2241
MEM 3248.183594 1687041901.3246
MEM 3248.210938 1687041901.4252
MEM 3248.273438 1687041901.5258
MEM 3248.273438 1687041901.6264
MEM 3248.273438 1687041901.7270
MEM 3248.273438 1687041901.8275
MEM 3248.273438 1687041901.9281
MEM 3248.273438 1687041902.0287
MEM 3248.273438 1687041902.1292
MEM 3248.523438 1687041902.2298
MEM 3248.777344 1687041902.3303
MEM 3249.054688 1687041902.4308
MEM 3249.355469 1687041902.5313
MEM 3249.355469 1687041902.6318
MEM 3249.355469 1687041902.7323
MEM 3249.355469 1687041902.8329
MEM 3249.355469 1687041902.9334
MEM 3252.511719 1687041903.0340
MEM 3252.511719 1687041903.1346
MEM 3252.511719 1687041903.2352
MEM 3252.570312 1687041903.3358
MEM 3253.222656 1687041903.4364
MEM 3253.242188 1687041903.5369
MEM 3253.242188 1687041903.6376
MEM 3253.257812 1687041903.7381
MEM 3253.257812 1687041903.8387
MEM 3253.257812 1687041903.9392
MEM 3253.406250 1687041904.0398
MEM 3253.406250 1687041904.1403
MEM 3253.406250 1687041904.2409
MEM 3253.406250 1687041904.3414
MEM 3253.406250 1687041904.4419
MEM 3253.406250 1687041904.5425
MEM 3253.632812 1687041904.6430
MEM 3253.656250 1687041904.7435
MEM 3253.656250 1687041904.8440
MEM 3253.781250 1687041904.9446
MEM 3253.781250 1687041905.0451
MEM 3253.781250 1687041905.1457
MEM 3253.781250 1687041905.2462
MEM 3253.929688 1687041905.3467
MEM 3253.929688 1687041905.4472
MEM 3253.929688 1687041905.5478
MEM 3253.929688 1687041905.6483
MEM 3254.140625 1687041905.7488
MEM 3254.406250 1687041905.8494
MEM 3254.656250 1687041905.9499
MEM 3254.941406 1687041906.0504
MEM 3254.941406 1687041906.1509
MEM 3254.941406 1687041906.2516
MEM 3254.941406 1687041906.3522
MEM 3255.035156 1687041906.4527
MEM 3258.511719 1687041906.5533
MEM 3258.746094 1687041906.6539
MEM 3258.746094 1687041906.7546
MEM 3258.746094 1687041906.8552
MEM 3258.792969 1687041906.9558
MEM 3258.792969 1687041907.0563
MEM 3258.792969 1687041907.1568
MEM 3258.898438 1687041907.2574
MEM 3258.898438 1687041907.3579
MEM 3258.980469 1687041907.4584
MEM 3259.027344 1687041907.5590
MEM 3259.078125 1687041907.6595
MEM 3259.128906 1687041907.7600
MEM 3259.187500 1687041907.8605
MEM 3259.238281 1687041907.9611
MEM 3259.296875 1687041908.0616
MEM 3259.296875 1687041908.1621
MEM 3259.296875 1687041908.2626
MEM 3259.363281 1687041908.3632
MEM 3259.363281 1687041908.4637
MEM 3259.378906 1687041908.5642
MEM 3259.500000 1687041908.6647
MEM 3259.750000 1687041908.7654
MEM 3260.007812 1687041908.8659
MEM 3260.296875 1687041908.9664
MEM 3260.296875 1687041909.0670
MEM 3260.296875 1687041909.1674
MEM 3260.449219 1687041909.2680
MEM 3260.449219 1687041909.3685
MEM 3260.449219 1687041909.4690
MEM 3260.500000 1687041909.5696
MEM 3260.882812 1687041909.6701
MEM 3264.687500 1687041909.7707
MEM 3265.382812 1687041909.8713
MEM 3265.421875 1687041909.9719
MEM 3265.457031 1687041910.0724
MEM 3265.542969 1687041910.1729
MEM 3265.542969 1687041910.2735
MEM 3265.632812 1687041910.3740
MEM 3265.632812 1687041910.4745
MEM 3265.632812 1687041910.5750
MEM 3265.703125 1687041910.6756
MEM 3265.769531 1687041910.7762
MEM 3265.824219 1687041910.8768
MEM 3265.882812 1687041910.9773
MEM 3265.882812 1687041911.0779
MEM 3265.882812 1687041911.1784
MEM 3266.042969 1687041911.2789
MEM 3266.042969 1687041911.3793
MEM 3266.042969 1687041911.4798
MEM 3266.042969 1687041911.5803
MEM 3266.042969 1687041911.6808
MEM 3266.042969 1687041911.7813
MEM 3266.195312 1687041911.8818
MEM 3266.453125 1687041911.9824
MEM 3266.710938 1687041912.0829
MEM 3266.968750 1687041912.1835
MEM 3266.968750 1687041912.2840
MEM 3266.968750 1687041912.3845
MEM 3266.968750 1687041912.4850
MEM 3266.968750 1687041912.5855
MEM 3270.074219 1687041912.6861
MEM 3270.074219 1687041912.7867
MEM 3270.113281 1687041912.8872
MEM 3270.218750 1687041912.9878
MEM 3270.882812 1687041913.0884
MEM 3270.906250 1687041913.1889
MEM 3270.906250 1687041913.2895
MEM 3270.914062 1687041913.3900
MEM 3270.914062 1687041913.4905
MEM 3270.914062 1687041913.5911
MEM 3270.914062 1687041913.6916
MEM 3270.914062 1687041913.7921
MEM 3270.988281 1687041913.8927
MEM 3270.988281 1687041913.9932
MEM 3270.988281 1687041914.0938
MEM 3270.988281 1687041914.1943
MEM 3270.988281 1687041914.2949
MEM 3271.136719 1687041914.3954
MEM 3271.136719 1687041914.4959
MEM 3271.238281 1687041914.5964
MEM 3271.238281 1687041914.6970
MEM 3271.238281 1687041914.7975
MEM 3271.238281 1687041914.8980
MEM 3271.238281 1687041914.9985
MEM 3271.238281 1687041915.0990
MEM 3271.238281 1687041915.1996
MEM 3271.437500 1687041915.3001
MEM 3271.695312 1687041915.4006
MEM 3271.953125 1687041915.5012
MEM 3272.210938 1687041915.6017
MEM 3272.210938 1687041915.7022
MEM 3272.210938 1687041915.8027
MEM 3272.210938 1687041915.9033
MEM 3272.453125 1687041916.0038
MEM 3272.453125 1687041916.1043
MEM 3275.761719 1687041916.2050
MEM 3275.851562 1687041916.3056
MEM 3275.851562 1687041916.4061
MEM 3275.851562 1687041916.5067
MEM 3275.851562 1687041916.6072
MEM 3276.058594 1687041916.7077
MEM 3276.101562 1687041916.8082
MEM 3276.101562 1687041916.9087
MEM 3276.101562 1687041917.0093
MEM 3276.101562 1687041917.1098
MEM 3276.101562 1687041917.2104
MEM 3276.277344 1687041917.3109
MEM 3276.351562 1687041917.4114
MEM 3276.351562 1687041917.5119
MEM 3276.351562 1687041917.6124
MEM 3276.351562 1687041917.7130
MEM 3276.351562 1687041917.8135
MEM 3276.351562 1687041917.9140
MEM 3276.566406 1687041918.0145
MEM 3276.566406 1687041918.1150
MEM 3276.578125 1687041918.2157
MEM 3276.578125 1687041918.3164
MEM 3276.578125 1687041918.4170
MEM 3276.578125 1687041918.5176
MEM 3276.578125 1687041918.6181
MEM 3276.851562 1687041918.7186
MEM 3276.851562 1687041918.8191
MEM 3276.851562 1687041918.9196
MEM 3276.851562 1687041919.0202
MEM 3276.851562 1687041919.1207
MEM 3276.851562 1687041919.2213
MEM 3276.851562 1687041919.3218
MEM 3277.101562 1687041919.4223
MEM 3277.101562 1687041919.5228
MEM 3281.472656 1687041919.6234
MEM 3281.472656 1687041919.7240
MEM 3281.472656 1687041919.8246
MEM 3281.472656 1687041919.9251
MEM 3281.707031 1687041920.0256
MEM 3281.707031 1687041920.1261
MEM 3281.707031 1687041920.2267
MEM 3281.707031 1687041920.3272
MEM 3281.707031 1687041920.4277
MEM 3281.707031 1687041920.5282
MEM 3281.941406 1687041920.6288
MEM 3281.941406 1687041920.7293
MEM 3281.941406 1687041920.8298
MEM 3281.941406 1687041920.9304
MEM 3282.140625 1687041921.0310
MEM 3282.140625 1687041921.1315
MEM 3282.140625 1687041921.2321
MEM 3282.250000 1687041921.3326
MEM 3282.250000 1687041921.4331
MEM 3282.250000 1687041921.5337
MEM 3282.250000 1687041921.6342
MEM 3282.500000 1687041921.7346
MEM 3282.750000 1687041921.8352
MEM 3283.007812 1687041921.9357
MEM 3283.007812 1687041922.0362
MEM 3283.246094 1687041922.1367
MEM 3283.246094 1687041922.2373
MEM 3283.246094 1687041922.3379
MEM 3284.546875 1687041922.4384
MEM 3286.210938 1687041922.5390
MEM 3286.269531 1687041922.6396
MEM 3286.335938 1687041922.7401
MEM 3286.410156 1687041922.8407
MEM 3287.050781 1687041922.9413
MEM 3287.074219 1687041923.0418
MEM 3287.074219 1687041923.1424
MEM 3287.101562 1687041923.2430
MEM 3287.167969 1687041923.3435
MEM 3287.210938 1687041923.4440
MEM 3287.265625 1687041923.5446
MEM 3287.289062 1687041923.6451
MEM 3287.332031 1687041923.7456
MEM 3287.351562 1687041923.8461
MEM 3287.402344 1687041923.9467
MEM 3287.402344 1687041924.0472
MEM 3287.402344 1687041924.1479
MEM 3287.402344 1687041924.2484
MEM 3287.402344 1687041924.3490
MEM 3287.402344 1687041924.4495
MEM 3287.488281 1687041924.5500
MEM 3287.515625 1687041924.6505
MEM 3287.515625 1687041924.7511
MEM 3287.546875 1687041924.8516
MEM 3287.574219 1687041924.9521
MEM 3287.574219 1687041925.0526
MEM 3287.574219 1687041925.1532
MEM 3287.851562 1687041925.2537
MEM 3288.105469 1687041925.3542
MEM 3288.105469 1687041925.4547
MEM 3288.363281 1687041925.5552
MEM 3288.363281 1687041925.6557
MEM 3288.363281 1687041925.7562
MEM 3288.363281 1687041925.8567
MEM 3288.363281 1687041925.9572
MEM 3291.949219 1687041926.0579
MEM 3291.972656 1687041926.1585
MEM 3292.101562 1687041926.2591
MEM 3292.156250 1687041926.3596
MEM 3292.210938 1687041926.4601
MEM 3292.222656 1687041926.5607
MEM 3292.269531 1687041926.6612
MEM 3292.296875 1687041926.7617
MEM 3292.324219 1687041926.8622
MEM 3292.351562 1687041926.9627
MEM 3292.429688 1687041927.0633
MEM 3292.472656 1687041927.1639
MEM 3292.527344 1687041927.2644
MEM 3292.578125 1687041927.3649
MEM 3292.648438 1687041927.4655
MEM 3292.648438 1687041927.5660
MEM 3292.699219 1687041927.6665
MEM 3292.699219 1687041927.7670
MEM 3292.746094 1687041927.8675
MEM 3292.761719 1687041927.9680
MEM 3292.761719 1687041928.0686
MEM 3292.972656 1687041928.1691
MEM 3293.226562 1687041928.2696
MEM 3293.472656 1687041928.3702
MEM 3293.691406 1687041928.4707
MEM 3293.691406 1687041928.5712
MEM 3293.691406 1687041928.6717
MEM 3293.691406 1687041928.7722
MEM 3293.691406 1687041928.8727
MEM 3293.722656 1687041928.9732
MEM 3293.746094 1687041929.0738
MEM 3294.183594 1687041929.1743
MEM 3295.453125 1687041929.2749
MEM 3298.621094 1687041929.3755
MEM 3298.757812 1687041929.4761
MEM 3298.851562 1687041929.5766
MEM 3298.890625 1687041929.6772
MEM 3298.937500 1687041929.7777
MEM 3298.937500 1687041929.8782
MEM 3299.015625 1687041929.9787
MEM 3299.058594 1687041930.0792
MEM 3299.093750 1687041930.1798
MEM 3299.128906 1687041930.2803
MEM 3299.183594 1687041930.3808
MEM 3299.222656 1687041930.4814
MEM 3299.222656 1687041930.5819
MEM 3299.351562 1687041930.6824
MEM 3299.351562 1687041930.7829
MEM 3299.437500 1687041930.8835
MEM 3299.457031 1687041930.9840
MEM 3299.488281 1687041931.0845
MEM 3299.515625 1687041931.1852
MEM 3299.515625 1687041931.2858
MEM 3299.515625 1687041931.3863
MEM 3299.636719 1687041931.4869
MEM 3299.890625 1687041931.5874
MEM 3300.148438 1687041931.6879
MEM 3300.433594 1687041931.7884
MEM 3300.433594 1687041931.8889
MEM 3300.433594 1687041931.9895
MEM 3300.433594 1687041932.0900
MEM 3302.890625 1687041932.1906
MEM 3303.636719 1687041932.2912
MEM 3303.636719 1687041932.3918
MEM 3303.636719 1687041932.4923
MEM 3304.585938 1687041932.5929
MEM 3304.347656 1687041932.6935
MEM 3304.371094 1687041932.7941
MEM 3304.371094 1687041932.8947
MEM 3304.414062 1687041932.9952
MEM 3304.414062 1687041933.0958
MEM 3304.562500 1687041933.1963
MEM 3304.621094 1687041933.2969
MEM 3304.636719 1687041933.3974
MEM 3304.636719 1687041933.4979
MEM 3304.699219 1687041933.5985
MEM 3304.699219 1687041933.6990
MEM 3304.777344 1687041933.7995
MEM 3304.777344 1687041933.9000
MEM 3304.871094 1687041934.0006
MEM 3304.871094 1687041934.1011
MEM 3304.871094 1687041934.2017
MEM 3304.871094 1687041934.3022
MEM 3304.871094 1687041934.4028
MEM 3304.871094 1687041934.5033
MEM 3304.871094 1687041934.6038
MEM 3304.957031 1687041934.7043
MEM 3304.957031 1687041934.8049
MEM 3304.957031 1687041934.9054
MEM 3305.027344 1687041935.0059
MEM 3305.277344 1687041935.1065
MEM 3305.531250 1687041935.2070
MEM 3305.777344 1687041935.3075
MEM 3305.777344 1687041935.4080
MEM 3305.777344 1687041935.5086
MEM 3305.988281 1687041935.6091
MEM 3305.988281 1687041935.7096
MEM 3305.988281 1687041935.8101
MEM 3305.988281 1687041935.9106
MEM 3306.167969 1687041936.0112
MEM 3309.121094 1687041936.1117
MEM 3310.726562 1687041936.2124
MEM 3310.753906 1687041936.3130
MEM 3310.753906 1687041936.4135
MEM 3310.753906 1687041936.5141
MEM 3310.960938 1687041936.6146
MEM 3310.960938 1687041936.7151
MEM 3310.960938 1687041936.8156
MEM 3310.960938 1687041936.9162
MEM 3310.960938 1687041937.0167
MEM 3311.117188 1687041937.1172
MEM 3311.117188 1687041937.2178
MEM 3311.210938 1687041937.3183
MEM 3311.210938 1687041937.4188
MEM 3311.210938 1687041937.5193
MEM 3311.417969 1687041937.6198
MEM 3311.417969 1687041937.7203
MEM 3311.417969 1687041937.8208
MEM 3311.460938 1687041937.9214
MEM 3311.460938 1687041938.0219
MEM 3311.460938 1687041938.1224
MEM 3311.460938 1687041938.2230
MEM 3311.695312 1687041938.3235
MEM 3311.953125 1687041938.4240
MEM 3312.210938 1687041938.5245
MEM 3312.210938 1687041938.6251
MEM 3312.210938 1687041938.7256
MEM 3312.210938 1687041938.8261
MEM 3312.210938 1687041938.9266
MEM 3315.300781 1687041939.0272
MEM 3315.394531 1687041939.1278
MEM 3315.394531 1687041939.2284
MEM 3315.578125 1687041939.3290
MEM 3316.238281 1687041939.4296
MEM 3316.242188 1687041939.5302
MEM 3316.261719 1687041939.6308
MEM 3316.261719 1687041939.7313
MEM 3316.261719 1687041939.8319
MEM 3316.347656 1687041939.9324
MEM 3316.347656 1687041940.0329
MEM 3316.347656 1687041940.1335
MEM 3316.347656 1687041940.2341
MEM 3316.347656 1687041940.3346
MEM 3316.347656 1687041940.4351
MEM 3316.511719 1687041940.5356
MEM 3316.511719 1687041940.6361
MEM 3316.511719 1687041940.7366
MEM 3316.511719 1687041940.8372
MEM 3316.511719 1687041940.9377
MEM 3316.707031 1687041941.0382
MEM 3316.707031 1687041941.1388
MEM 3316.707031 1687041941.2394
MEM 3316.707031 1687041941.3399
MEM 3316.707031 1687041941.4405
MEM 3316.707031 1687041941.5411
MEM 3316.707031 1687041941.6416
MEM 3316.941406 1687041941.7421
MEM 3317.050781 1687041941.8426
MEM 3317.304688 1687041941.9432
MEM 3317.550781 1687041942.0437
MEM 3317.550781 1687041942.1442
MEM 3317.550781 1687041942.2447
MEM 3317.550781 1687041942.3453
MEM 3317.550781 1687041942.4458
MEM 3317.800781 1687041942.5463
MEM 3317.800781 1687041942.6468
