CMDLINE /usr/bin/python3 MemoryLeakTests.py
MEM 336.660156 1687043323.8228
MEM 338.347656 1687043323.9233
MEM 340.519531 1687043324.0240
MEM 344.601562 1687043324.1245
MEM 349.191406 1687043324.2252
MEM 350.730469 1687043324.3257
MEM 353.003906 1687043324.4263
MEM 359.488281 1687043324.5269
MEM 361.972656 1687043324.6275
MEM 364.226562 1687043324.7282
MEM 365.703125 1687043324.8287
MEM 367.773438 1687043324.9293
MEM 369.066406 1687043325.0298
MEM 369.460938 1687043325.1303
MEM 370.484375 1687043325.2310
MEM 372.898438 1687043325.3315
MEM 373.812500 1687043325.4320
MEM 377.324219 1687043325.5326
MEM 377.726562 1687043325.6331
MEM 378.269531 1687043325.7337
MEM 381.742188 1687043325.8341
MEM 384.679688 1687043325.9345
MEM 386.109375 1687043326.0349
MEM 386.109375 1687043326.1353
MEM 387.554688 1687043326.2359
MEM 389.437500 1687043326.3365
MEM 391.023438 1687043326.4368
MEM 394.343750 1687043326.5375
MEM 415.105469 1687043326.6380
MEM 438.226562 1687043326.7386
MEM 514.074219 1687043326.8392
MEM 589.171875 1687043326.9399
MEM 677.695312 1687043327.0406
MEM 772.496094 1687043327.1412
MEM 785.695312 1687043327.2418
MEM 815.929688 1687043327.3425
MEM 893.460938 1687043327.4432
MEM 975.250000 1687043327.5438
MEM 1036.523438 1687043327.6445
MEM 1189.148438 1687043327.7452
MEM 1328.996094 1687043327.8458
MEM 1334.785156 1687043327.9465
MEM 1335.515625 1687043328.0471
MEM 1339.816406 1687043328.1477
MEM 1360.046875 1687043328.2483
MEM 1384.046875 1687043328.3490
MEM 1515.222656 1687043328.4497
MEM 1715.355469 1687043328.5504
MEM 1408.597656 1687043328.6511
MEM 1408.742188 1687043328.7516
MEM 1408.851562 1687043328.8522
MEM 1409.136719 1687043328.9527
MEM 1455.718750 1687043329.0534
MEM 1533.492188 1687043329.1540
MEM 1602.109375 1687043329.2547
MEM 1644.199219 1687043329.3554
MEM 1719.789062 1687043329.4560
MEM 1800.984375 1687043329.5567
MEM 1861.535156 1687043329.6574
MEM 1947.980469 1687043329.7581
MEM 2042.335938 1687043329.8587
MEM 2110.746094 1687043329.9594
MEM 2192.593750 1687043330.0601
MEM 2273.468750 1687043330.1608
MEM 2354.480469 1687043330.2615
MEM 2433.519531 1687043330.3622
MEM 2449.003906 1687043330.4629
MEM 2498.933594 1687043330.5636
MEM 2574.136719 1687043330.6643
MEM 2655.421875 1687043330.7650
MEM 2734.035156 1687043330.8657
MEM 2808.714844 1687043330.9664
MEM 2884.015625 1687043331.0671
MEM 2955.492188 1687043331.1678
MEM 3005.125000 1687043331.2684
MEM 3011.195312 1687043331.3690
MEM 3078.718750 1687043331.4697
MEM 3162.359375 1687043331.5704
MEM 3201.929688 1687043331.6710
MEM 3207.023438 1687043331.7716
MEM 3207.566406 1687043331.8722
MEM 3207.667969 1687043331.9728
MEM 3207.800781 1687043332.0733
MEM 3207.800781 1687043332.1739
MEM 3207.839844 1687043332.2744
MEM 3207.875000 1687043332.3749
MEM 3207.996094 1687043332.4755
MEM 3207.996094 1687043332.5761
MEM 3207.996094 1687043332.6766
MEM 3208.300781 1687043332.7771
MEM 3208.410156 1687043332.8777
MEM 3208.410156 1687043332.9782
MEM 3208.410156 1687043333.0787
MEM 3208.410156 1687043333.1793
MEM 3208.410156 1687043333.2799
MEM 3208.410156 1687043333.3804
MEM 3208.410156 1687043333.4809
MEM 3208.410156 1687043333.5815
MEM 3208.410156 1687043333.6820
MEM 3208.410156 1687043333.7825
MEM 3208.468750 1687043333.8830
MEM 3208.468750 1687043333.9835
MEM 3208.468750 1687043334.0841
MEM 3208.535156 1687043334.1847
MEM 3208.664062 1687043334.2852
MEM 3208.664062 1687043334.3857
MEM 3208.664062 1687043334.4863
MEM 3208.664062 1687043334.5868
MEM 3208.753906 1687043334.6873
MEM 3208.753906 1687043334.7878
MEM 3208.980469 1687043334.8884
MEM 3209.234375 1687043334.9889
MEM 3209.492188 1687043335.0895
MEM 3209.492188 1687043335.1900
MEM 3209.878906 1687043335.2905
MEM 3209.878906 1687043335.3910
MEM 3209.878906 1687043335.4916
MEM 3209.898438 1687043335.5921
MEM 3209.898438 1687043335.6926
MEM 3216.191406 1687043335.7932
MEM 3218.738281 1687043335.8938
MEM 3220.855469 1687043335.9944
MEM 3220.855469 1687043336.0950
MEM 3220.855469 1687043336.1955
MEM 3220.992188 1687043336.2961
MEM 3220.992188 1687043336.3966
MEM 3221.218750 1687043336.4971
MEM 3221.218750 1687043336.5977
MEM 3221.218750 1687043336.6982
MEM 3221.218750 1687043336.7987
MEM 3222.597656 1687043336.8993
MEM 3222.820312 1687043336.9999
MEM 3223.007812 1687043337.1004
MEM 3223.343750 1687043337.2010
MEM 3224.554688 1687043337.3017
MEM 3225.109375 1687043337.4023
MEM 3225.109375 1687043337.5028
MEM 3225.343750 1687043337.6033
MEM 3225.343750 1687043337.7039
MEM 3225.343750 1687043337.8044
MEM 3225.343750 1687043337.9049
MEM 3225.343750 1687043338.0055
MEM 3225.343750 1687043338.1060
MEM 3225.414062 1687043338.2066
MEM 3225.414062 1687043338.3071
MEM 3225.414062 1687043338.4077
MEM 3225.414062 1687043338.5082
MEM 3225.839844 1687043338.6087
MEM 3226.097656 1687043338.7093
MEM 3226.097656 1687043338.8098
MEM 3228.085938 1687043338.9104
MEM 3230.019531 1687043339.0110
MEM 3230.871094 1687043339.1116
MEM 3230.871094 1687043339.2122
MEM 3230.871094 1687043339.3128
MEM 3230.871094 1687043339.4134
MEM 3230.871094 1687043339.5139
MEM 3230.871094 1687043339.6144
MEM 3230.871094 1687043339.7149
MEM 3230.871094 1687043339.8154
MEM 3230.871094 1687043339.9160
MEM 3231.078125 1687043340.0165
MEM 3231.121094 1687043340.1170
MEM 3231.121094 1687043340.2176
MEM 3231.121094 1687043340.3182
MEM 3231.121094 1687043340.4188
MEM 3231.121094 1687043340.5194
MEM 3231.375000 1687043340.6201
MEM 3231.375000 1687043340.7207
MEM 3231.375000 1687043340.8213
MEM 3231.375000 1687043340.9219
MEM 3231.375000 1687043341.0225
MEM 3231.375000 1687043341.1231
MEM 3231.375000 1687043341.2237
MEM 3231.375000 1687043341.3242
MEM 3231.621094 1687043341.4248
MEM 3231.871094 1687043341.5253
MEM 3232.121094 1687043341.6258
MEM 3232.371094 1687043341.7263
MEM 3232.371094 1687043341.8267
MEM 3232.371094 1687043341.9272
MEM 3232.371094 1687043342.0277
MEM 3232.371094 1687043342.1282
MEM 3236.234375 1687043342.2289
MEM 3236.234375 1687043342.3295
MEM 3236.453125 1687043342.4300
MEM 3236.453125 1687043342.5306
MEM 3237.417969 1687043342.6312
MEM 3237.523438 1687043342.7318
MEM 3237.535156 1687043342.8324
MEM 3237.535156 1687043342.9330
MEM 3237.535156 1687043343.0336
MEM 3237.621094 1687043343.1341
MEM 3237.621094 1687043343.2346
MEM 3237.621094 1687043343.3351
MEM 3237.621094 1687043343.4356
MEM 3237.621094 1687043343.5362
MEM 3237.621094 1687043343.6367
MEM 3237.621094 1687043343.7372
MEM 3237.871094 1687043343.8377
MEM 3237.871094 1687043343.9382
MEM 3237.871094 1687043344.0387
MEM 3237.871094 1687043344.1393
MEM 3237.871094 1687043344.2399
MEM 3238.121094 1687043344.3404
MEM 3238.121094 1687043344.4409
MEM 3238.121094 1687043344.5414
MEM 3238.121094 1687043344.6419
MEM 3238.121094 1687043344.7424
MEM 3238.121094 1687043344.8429
MEM 3238.121094 1687043344.9434
MEM 3238.480469 1687043345.0440
MEM 3238.480469 1687043345.1446
MEM 3238.480469 1687043345.2454
MEM 3238.480469 1687043345.3459
MEM 3238.480469 1687043345.4464
MEM 3238.480469 1687043345.5469
MEM 3238.480469 1687043345.6474
MEM 3238.480469 1687043345.7479
MEM 3238.480469 1687043345.8484
MEM 3238.480469 1687043345.9490
MEM 3241.511719 1687043346.0496
MEM 3241.511719 1687043346.1502
MEM 3241.511719 1687043346.2507
MEM 3241.746094 1687043346.3512
MEM 3242.523438 1687043346.4518
MEM 3242.445312 1687043346.5524
MEM 3242.460938 1687043346.6530
MEM 3242.460938 1687043346.7535
MEM 3242.460938 1687043346.8540
MEM 3242.460938 1687043346.9545
MEM 3242.460938 1687043347.0551
MEM 3242.460938 1687043347.1556
MEM 3242.460938 1687043347.2561
MEM 3242.460938 1687043347.3567
MEM 3242.550781 1687043347.4572
MEM 3242.550781 1687043347.5577
MEM 3242.550781 1687043347.6582
MEM 3242.550781 1687043347.7586
MEM 3242.710938 1687043347.8592
MEM 3242.710938 1687043347.9598
MEM 3242.710938 1687043348.0603
MEM 3242.710938 1687043348.1609
MEM 3242.710938 1687043348.2614
MEM 3242.710938 1687043348.3619
MEM 3242.960938 1687043348.4624
MEM 3242.960938 1687043348.5629
MEM 3242.960938 1687043348.6634
MEM 3242.960938 1687043348.7639
MEM 3243.210938 1687043348.8644
MEM 3243.464844 1687043348.9650
MEM 3243.710938 1687043349.0655
MEM 3243.964844 1687043349.1660
MEM 3243.964844 1687043349.2665
MEM 3243.964844 1687043349.3670
MEM 3243.964844 1687043349.4675
MEM 3243.964844 1687043349.5680
MEM 3247.253906 1687043349.6687
MEM 3247.433594 1687043349.7693
MEM 3247.433594 1687043349.8698
MEM 3247.433594 1687043349.9704
MEM 3248.105469 1687043350.0710
MEM 3248.128906 1687043350.1716
MEM 3248.140625 1687043350.2721
MEM 3248.140625 1687043350.3727
MEM 3248.207031 1687043350.4732
MEM 3248.207031 1687043350.5738
MEM 3248.207031 1687043350.6743
MEM 3248.207031 1687043350.7748
MEM 3248.207031 1687043350.8753
MEM 3248.207031 1687043350.9758
MEM 3248.207031 1687043351.0763
MEM 3248.207031 1687043351.1769
MEM 3248.207031 1687043351.2775
MEM 3248.207031 1687043351.3779
MEM 3248.207031 1687043351.4785
MEM 3248.464844 1687043351.5790
MEM 3248.464844 1687043351.6795
MEM 3248.464844 1687043351.7800
MEM 3248.464844 1687043351.8806
MEM 3248.464844 1687043351.9811
MEM 3248.464844 1687043352.0816
MEM 3248.464844 1687043352.1822
MEM 3248.464844 1687043352.2827
MEM 3248.722656 1687043352.3832
MEM 3248.847656 1687043352.4838
MEM 3249.097656 1687043352.5843
MEM 3249.347656 1687043352.6848
MEM 3249.628906 1687043352.7854
MEM 3249.628906 1687043352.8859
MEM 3249.628906 1687043352.9864
MEM 3249.628906 1687043353.0870
MEM 3249.628906 1687043353.1875
MEM 3250.875000 1687043353.2881
MEM 3253.039062 1687043353.3887
MEM 3253.039062 1687043353.4892
MEM 3253.039062 1687043353.5898
MEM 3253.082031 1687043353.6903
MEM 3253.753906 1687043353.7909
MEM 3253.773438 1687043353.8915
MEM 3253.773438 1687043353.9920
MEM 3253.789062 1687043354.0926
MEM 3253.812500 1687043354.1932
MEM 3253.898438 1687043354.2938
MEM 3254.253906 1687043354.3944
MEM 3254.035156 1687043354.4950
MEM 3254.035156 1687043354.5955
MEM 3254.035156 1687043354.6961
MEM 3254.035156 1687043354.7966
MEM 3254.121094 1687043354.8972
MEM 3254.187500 1687043354.9978
MEM 3254.261719 1687043355.0983
MEM 3254.261719 1687043355.1989
MEM 3254.261719 1687043355.2995
MEM 3254.261719 1687043355.4001
MEM 3254.261719 1687043355.5006
MEM 3254.261719 1687043355.6011
MEM 3254.261719 1687043355.7016
MEM 3254.261719 1687043355.8022
MEM 3254.261719 1687043355.9027
MEM 3254.261719 1687043356.0032
MEM 3254.261719 1687043356.1037
MEM 3254.265625 1687043356.2043
MEM 3254.300781 1687043356.3048
MEM 3254.300781 1687043356.4054
MEM 3254.390625 1687043356.5059
MEM 3254.390625 1687043356.6064
MEM 3254.542969 1687043356.7069
MEM 3254.550781 1687043356.8074
MEM 3254.550781 1687043356.9079
MEM 3254.550781 1687043357.0085
MEM 3254.613281 1687043357.1090
MEM 3254.640625 1687043357.2096
MEM 3254.648438 1687043357.3101
MEM 3254.789062 1687043357.4107
MEM 3255.042969 1687043357.5112
MEM 3255.296875 1687043357.6117
MEM 3255.554688 1687043357.7123
MEM 3255.554688 1687043357.8128
MEM 3255.554688 1687043357.9133
MEM 3255.554688 1687043358.0138
MEM 3255.742188 1687043358.1144
MEM 3255.742188 1687043358.2150
MEM 3260.312500 1687043358.3156
MEM 3260.312500 1687043358.4162
MEM 3260.312500 1687043358.5167
MEM 3260.312500 1687043358.6173
MEM 3261.031250 1687043358.7178
MEM 3261.046875 1687043358.8184
MEM 3261.046875 1687043358.9189
MEM 3261.054688 1687043359.0195
MEM 3261.054688 1687043359.1200
MEM 3261.144531 1687043359.2206
MEM 3261.144531 1687043359.3211
MEM 3261.144531 1687043359.4217
MEM 3261.144531 1687043359.5222
MEM 3261.144531 1687043359.6227
MEM 3261.144531 1687043359.7232
MEM 3261.144531 1687043359.8238
MEM 3261.203125 1687043359.9243
MEM 3261.203125 1687043360.0248
MEM 3261.312500 1687043360.1254
MEM 3261.312500 1687043360.2259
MEM 3261.425781 1687043360.3264
MEM 3261.453125 1687043360.4269
MEM 3261.453125 1687043360.5274
MEM 3261.453125 1687043360.6279
MEM 3261.453125 1687043360.7284
MEM 3261.453125 1687043360.8289
MEM 3261.453125 1687043360.9295
MEM 3261.703125 1687043361.0300
MEM 3261.953125 1687043361.1305
MEM 3262.203125 1687043361.2311
MEM 3262.457031 1687043361.3316
MEM 3262.457031 1687043361.4321
MEM 3262.457031 1687043361.5326
MEM 3262.457031 1687043361.6331
MEM 3262.457031 1687043361.7336
MEM 3265.226562 1687043361.8342
MEM 3265.921875 1687043361.9348
MEM 3265.921875 1687043362.0354
MEM 3265.988281 1687043362.1359
MEM 3265.992188 1687043362.2365
MEM 3266.648438 1687043362.3371
MEM 3266.667969 1687043362.4377
MEM 3266.667969 1687043362.5382
MEM 3266.667969 1687043362.6388
MEM 3266.667969 1687043362.7393
MEM 3266.832031 1687043362.8399
MEM 3267.062500 1687043362.9405
MEM 3266.875000 1687043363.0411
MEM 3266.875000 1687043363.1417
MEM 3267.039062 1687043363.2423
MEM 3267.039062 1687043363.3428
MEM 3267.039062 1687043363.4434
MEM 3267.039062 1687043363.5439
MEM 3267.105469 1687043363.6445
MEM 3267.105469 1687043363.7451
MEM 3267.105469 1687043363.8456
MEM 3267.105469 1687043363.9462
MEM 3267.105469 1687043364.0468
MEM 3267.105469 1687043364.1473
MEM 3267.105469 1687043364.2479
MEM 3267.105469 1687043364.3484
MEM 3267.117188 1687043364.4489
MEM 3267.117188 1687043364.5494
MEM 3267.183594 1687043364.6500
MEM 3267.183594 1687043364.7505
MEM 3267.273438 1687043364.8510
MEM 3267.273438 1687043364.9515
MEM 3267.363281 1687043365.0520
MEM 3267.363281 1687043365.1526
MEM 3267.480469 1687043365.2531
MEM 3267.480469 1687043365.3536
MEM 3267.480469 1687043365.4542
MEM 3267.480469 1687043365.5547
MEM 3267.578125 1687043365.6552
MEM 3267.585938 1687043365.7557
MEM 3267.585938 1687043365.8562
MEM 3267.640625 1687043365.9568
MEM 3267.894531 1687043366.0573
MEM 3268.152344 1687043366.1578
MEM 3268.410156 1687043366.2584
MEM 3268.410156 1687043366.3589
MEM 3268.410156 1687043366.4594
MEM 3268.578125 1687043366.5599
MEM 3268.578125 1687043366.6604
MEM 3271.875000 1687043366.7610
MEM 3272.753906 1687043366.8616
MEM 3272.753906 1687043366.9622
MEM 3272.796875 1687043367.0627
MEM 3272.804688 1687043367.1633
MEM 3273.394531 1687043367.2639
MEM 3273.410156 1687043367.3645
MEM 3273.410156 1687043367.4650
MEM 3273.410156 1687043367.5656
MEM 3273.410156 1687043367.6662
MEM 3273.531250 1687043367.7667
MEM 3273.933594 1687043367.8673
MEM 3273.933594 1687043367.9679
MEM 3273.949219 1687043368.0684
MEM 3273.949219 1687043368.1689
MEM 3273.949219 1687043368.2696
MEM 3274.066406 1687043368.3701
MEM 3274.066406 1687043368.4706
MEM 3274.187500 1687043368.5712
MEM 3274.187500 1687043368.6717
MEM 3274.195312 1687043368.7723
MEM 3274.195312 1687043368.8729
MEM 3274.195312 1687043368.9734
MEM 3274.363281 1687043369.0739
MEM 3274.363281 1687043369.1745
MEM 3274.441406 1687043369.2749
MEM 3274.441406 1687043369.3752
MEM 3274.441406 1687043369.4756
MEM 3274.441406 1687043369.5759
MEM 3274.441406 1687043369.6762
MEM 3274.441406 1687043369.7765
MEM 3274.468750 1687043369.8769
MEM 3274.476562 1687043369.9775
MEM 3274.476562 1687043370.0780
MEM 3274.476562 1687043370.1786
MEM 3274.476562 1687043370.2791
MEM 3274.476562 1687043370.3797
MEM 3274.476562 1687043370.4802
MEM 3274.656250 1687043370.5808
MEM 3274.750000 1687043370.6814
MEM 3274.750000 1687043370.7820
MEM 3274.750000 1687043370.8825
MEM 3274.750000 1687043370.9831
MEM 3274.750000 1687043371.0836
MEM 3274.750000 1687043371.1842
MEM 3274.968750 1687043371.2848
MEM 3275.023438 1687043371.3854
MEM 3275.023438 1687043371.4860
MEM 3275.023438 1687043371.5866
MEM 3275.023438 1687043371.6871
MEM 3275.023438 1687043371.7876
MEM 3275.023438 1687043371.8881
MEM 3275.023438 1687043371.9886
MEM 3275.023438 1687043372.0891
MEM 3275.023438 1687043372.1897
MEM 3275.023438 1687043372.2902
MEM 3275.023438 1687043372.3908
MEM 3275.023438 1687043372.4913
MEM 3275.023438 1687043372.5918
MEM 3275.078125 1687043372.6923
MEM 3275.078125 1687043372.7928
MEM 3275.078125 1687043372.8934
MEM 3275.078125 1687043372.9939
MEM 3275.078125 1687043373.0945
MEM 3275.285156 1687043373.1950
MEM 3275.285156 1687043373.2956
MEM 3275.285156 1687043373.3961
MEM 3275.285156 1687043373.4967
MEM 3275.285156 1687043373.5972
MEM 3276.031250 1687043373.6977
MEM 3276.085938 1687043373.7982
MEM 3276.335938 1687043373.8987
MEM 3276.585938 1687043373.9993
MEM 3276.839844 1687043374.0998
MEM 3276.839844 1687043374.2003
MEM 3276.839844 1687043374.3009
MEM 3276.839844 1687043374.4014
MEM 3279.675781 1687043374.5020
MEM 3281.480469 1687043374.6026
MEM 3281.480469 1687043374.7031
MEM 3281.480469 1687043374.8036
MEM 3281.730469 1687043374.9042
MEM 3282.375000 1687043375.0048
MEM 3282.375000 1687043375.1054
MEM 3282.398438 1687043375.2060
MEM 3282.398438 1687043375.3065
MEM 3282.398438 1687043375.4071
MEM 3282.535156 1687043375.5076
MEM 3282.761719 1687043375.6082
MEM 3282.839844 1687043375.7088
MEM 3282.894531 1687043375.8094
MEM 3285.445312 1687043375.9100
MEM 3285.472656 1687043376.0102
MEM 3285.769531 1687043376.1108
MEM 3285.769531 1687043376.2113
MEM 3285.769531 1687043376.3119
MEM 3287.257812 1687043376.4125
MEM 3287.316406 1687043376.5130
MEM 3287.316406 1687043376.6136
MEM 3287.316406 1687043376.7141
MEM 3287.320312 1687043376.8146
MEM 3287.320312 1687043376.9152
MEM 3287.320312 1687043377.0159
MEM 3287.320312 1687043377.1165
MEM 3287.320312 1687043377.2171
MEM 3287.328125 1687043377.3177
MEM 3287.328125 1687043377.4182
MEM 3287.328125 1687043377.5187
MEM 3287.328125 1687043377.6193
MEM 3287.328125 1687043377.7198
MEM 3287.328125 1687043377.8203
MEM 3287.328125 1687043377.9209
MEM 3287.328125 1687043378.0214
MEM 3287.328125 1687043378.1221
MEM 3287.328125 1687043378.2227
MEM 3287.328125 1687043378.3232
MEM 3287.328125 1687043378.4238
MEM 3287.328125 1687043378.5243
MEM 3287.328125 1687043378.6249
MEM 3287.328125 1687043378.7255
MEM 3287.328125 1687043378.8260
MEM 3287.328125 1687043378.9265
MEM 3287.328125 1687043379.0271
MEM 3287.328125 1687043379.1276
MEM 3287.328125 1687043379.2283
MEM 3287.328125 1687043379.3289
MEM 3287.328125 1687043379.4296
MEM 3287.328125 1687043379.5301
MEM 3287.328125 1687043379.6306
MEM 3287.328125 1687043379.7312
MEM 3287.328125 1687043379.8317
MEM 3287.328125 1687043379.9322
MEM 3287.328125 1687043380.0328
MEM 3287.328125 1687043380.1334
MEM 3287.328125 1687043380.2339
MEM 3287.328125 1687043380.3345
MEM 3287.328125 1687043380.4352
MEM 3287.328125 1687043380.5358
MEM 3287.328125 1687043380.6363
MEM 3287.328125 1687043380.7368
MEM 3287.328125 1687043380.8374
MEM 3287.328125 1687043380.9379
MEM 3287.328125 1687043381.0384
MEM 3287.328125 1687043381.1390
MEM 3287.328125 1687043381.2396
MEM 3287.328125 1687043381.3401
MEM 3287.328125 1687043381.4407
MEM 3287.328125 1687043381.5412
MEM 3287.328125 1687043381.6419
MEM 3287.328125 1687043381.7425
MEM 3287.328125 1687043381.8430
MEM 3287.328125 1687043381.9435
MEM 3287.328125 1687043382.0441
MEM 3287.328125 1687043382.1446
MEM 3287.328125 1687043382.2452
MEM 3287.328125 1687043382.3457
MEM 3287.328125 1687043382.4463
MEM 3287.328125 1687043382.5468
MEM 3287.328125 1687043382.6473
MEM 3287.328125 1687043382.7480
MEM 3287.332031 1687043382.8487
MEM 3287.332031 1687043382.9493
MEM 3287.332031 1687043383.0499
MEM 3287.332031 1687043383.1504
MEM 3287.332031 1687043383.2510
MEM 3287.332031 1687043383.3515
MEM 3287.332031 1687043383.4521
MEM 3287.332031 1687043383.5527
MEM 3287.332031 1687043383.6532
MEM 3287.332031 1687043383.7538
MEM 3287.332031 1687043383.8543
MEM 3287.332031 1687043383.9550
MEM 3287.332031 1687043384.0556
MEM 3287.332031 1687043384.1562
MEM 3287.332031 1687043384.2567
MEM 3287.332031 1687043384.3572
MEM 3287.332031 1687043384.4578
MEM 3287.332031 1687043384.5583
MEM 3287.332031 1687043384.6589
MEM 3287.332031 1687043384.7594
MEM 3287.332031 1687043384.8600
MEM 3287.332031 1687043384.9605
MEM 3287.332031 1687043385.0610
MEM 3287.332031 1687043385.1617
MEM 3287.332031 1687043385.2623
MEM 3287.332031 1687043385.3628
MEM 3287.332031 1687043385.4633
MEM 3287.332031 1687043385.5639
MEM 3287.332031 1687043385.6644
MEM 3287.332031 1687043385.7649
MEM 3287.332031 1687043385.8655
MEM 3287.332031 1687043385.9660
MEM 3287.332031 1687043386.0665
MEM 3287.332031 1687043386.1672
MEM 3287.332031 1687043386.2677
MEM 3287.332031 1687043386.3684
MEM 3287.332031 1687043386.4690
MEM 3287.332031 1687043386.5696
MEM 3287.332031 1687043386.6701
MEM 3287.332031 1687043386.7706
MEM 3287.332031 1687043386.8711
MEM 3287.332031 1687043386.9716
MEM 3287.332031 1687043387.0722
MEM 3287.332031 1687043387.1728
MEM 3287.332031 1687043387.2733
MEM 3287.332031 1687043387.3738
MEM 3287.332031 1687043387.4744
MEM 3287.332031 1687043387.5751
MEM 3287.332031 1687043387.6757
MEM 3287.332031 1687043387.7762
MEM 3287.332031 1687043387.8768
MEM 3287.332031 1687043387.9773
MEM 3287.332031 1687043388.0778
MEM 3287.332031 1687043388.1785
MEM 3287.332031 1687043388.2790
MEM 3287.332031 1687043388.3796
MEM 3287.332031 1687043388.4801
MEM 3287.332031 1687043388.5807
MEM 3287.332031 1687043388.6814
MEM 3287.332031 1687043388.7820
MEM 3287.332031 1687043388.8826
MEM 3287.332031 1687043388.9831
MEM 3287.332031 1687043389.0837
MEM 3287.332031 1687043389.1843
MEM 3287.332031 1687043389.2848
MEM 3287.332031 1687043389.3854
MEM 3287.332031 1687043389.4860
MEM 3287.332031 1687043389.5865
MEM 3287.332031 1687043389.6870
MEM 3287.332031 1687043389.7877
MEM 3287.332031 1687043389.8883
MEM 3287.332031 1687043389.9889
MEM 3287.332031 1687043390.0895
MEM 3287.332031 1687043390.1901
MEM 3287.332031 1687043390.2906
MEM 3287.332031 1687043390.3911
MEM 3287.332031 1687043390.4917
MEM 3287.332031 1687043390.5922
MEM 3287.332031 1687043390.6928
MEM 3287.332031 1687043390.7933
MEM 3287.332031 1687043390.8938
MEM 3287.332031 1687043390.9945
MEM 3287.332031 1687043391.0951
MEM 3287.332031 1687043391.1957
MEM 3287.332031 1687043391.2963
MEM 3287.332031 1687043391.3969
MEM 3287.332031 1687043391.4974
MEM 3287.332031 1687043391.5980
MEM 3287.332031 1687043391.6985
MEM 3287.332031 1687043391.7990
MEM 3287.332031 1687043391.8996
MEM 3287.332031 1687043392.0001
MEM 3287.332031 1687043392.1007
MEM 3287.332031 1687043392.2014
MEM 3287.332031 1687043392.3020
MEM 3287.332031 1687043392.4026
MEM 3287.332031 1687043392.5031
MEM 3287.332031 1687043392.6037
MEM 3287.332031 1687043392.7042
MEM 3287.332031 1687043392.8047
MEM 3287.332031 1687043392.9053
MEM 3287.332031 1687043393.0058
MEM 3287.332031 1687043393.1063
MEM 3287.332031 1687043393.2069
MEM 3287.332031 1687043393.3076
MEM 3287.332031 1687043393.4082
MEM 3287.332031 1687043393.5087
MEM 3287.332031 1687043393.6094
MEM 3287.332031 1687043393.7099
MEM 3287.332031 1687043393.8104
MEM 3287.332031 1687043393.9109
MEM 3287.332031 1687043394.0115
MEM 3287.332031 1687043394.1121
MEM 3287.332031 1687043394.2127
MEM 3287.332031 1687043394.3133
MEM 3287.332031 1687043394.4139
MEM 3287.332031 1687043394.5145
MEM 3287.332031 1687043394.6151
MEM 3287.332031 1687043394.7157
MEM 3287.332031 1687043394.8162
MEM 3287.332031 1687043394.9167
MEM 3287.332031 1687043395.0173
MEM 3287.332031 1687043395.1179
MEM 3287.332031 1687043395.2185
MEM 3287.332031 1687043395.3190
MEM 3287.332031 1687043395.4195
